Zip Code,Performance Category,Actual ACP Enrollment,Predicted ACP enrollment,Claimed ACP subscribers,Total Support (in dollars),Total Households,Eligible Households,Wireline Broadband,Cellular Data Only,No Computer,"Income $15,000 or less",Rent Burdened,Population Age 65+,Share of population foreign born,State Code
35464,LOW,53,67,28,940,158,148,5%,59%,7%,60%,93%,1%,0%,1
35481,LOW,213,292,144,4970,1300,693,38%,24%,19%,17%,41%,23%,1%,1
35540,LOW,72,81,57,1980,969,345,37%,34%,11%,13%,8%,11%,1%,1
35564,LOW,105,144,69,2116,851,530,40%,21%,20%,19%,29%,17%,1%,1
35565,LOW,702,863,460,16850,4448,2881,40%,26%,19%,17%,39%,22%,3%,1
35571,LOW,27,30,13,490,248,91,35%,21%,23%,15%,33%,12%,2%,1
35580,LOW,250,280,178,6020,1426,815,37%,25%,14%,11%,37%,14%,1%,1
35593,LOW,46,50,27,1010,614,281,13%,30%,20%,10%,32%,17%,3%,1
35616,LOW,247,282,186,6280,1438,785,35%,29%,20%,17%,79%,18%,1%,1
35621,LOW,74,87,48,1670,1032,406,52%,22%,10%,6%,72%,10%,1%,1
35630,LOW,2104,2930,902,30205,14573,9254,60%,15%,11%,18%,43%,18%,4%,1
35633,LOW,669,810,271,10669,8210,2711,62%,16%,10%,9%,48%,20%,1%,1
35643,LOW,248,317,204,6475,1542,783,23%,21%,23%,13%,23%,17%,1%,1
35646,LOW,291,343,200,6560,1814,737,23%,25%,22%,13%,44%,26%,0%,1
35660,LOW,810,1015,429,14035,4282,2556,46%,23%,19%,22%,57%,22%,1%,1
35661,LOW,650,903,285,9630,7466,2560,67%,13%,11%,8%,28%,20%,3%,1
35674,LOW,1011,1125,514,17505,7321,3161,43%,22%,17%,13%,45%,17%,2%,1
35750,LOW,475,607,352,12125,5003,1970,58%,17%,12%,6%,45%,15%,3%,1
35758,LOW,675,887,523,16886,19142,3160,82%,8%,2%,4%,29%,13%,9%,1
35768,LOW,653,851,520,15958,4743,2891,63%,13%,12%,17%,47%,18%,2%,1
35772,LOW,335,401,266,7930,1856,1061,59%,11%,18%,17%,61%,18%,2%,1
35811,LOW,959,1337,627,21101,11011,3356,68%,9%,8%,9%,49%,15%,3%,1
35952,LOW,418,536,301,10665,3221,1718,47%,22%,19%,14%,32%,17%,7%,1
35963,LOW,67,80,30,995,495,308,48%,25%,27%,19%,48%,15%,0%,1
35971,LOW,223,272,112,4180,1928,1102,47%,23%,17%,10%,30%,19%,6%,1
35973,LOW,117,157,48,1935,1120,498,42%,31%,12%,13%,39%,10%,0%,1
35978,LOW,201,264,67,2160,1804,1054,59%,18%,10%,9%,50%,15%,1%,1
35979,LOW,42,53,7,510,382,184,63%,4%,14%,0%,0%,16%,0%,1
35986,LOW,303,417,100,3835,3075,1601,61%,25%,8%,15%,62%,18%,3%,1
35989,LOW,209,240,172,5450,1288,916,53%,17%,13%,15%,45%,16%,8%,1
36016,LOW,288,375,150,4775,1484,773,13%,19%,22%,17%,35%,16%,1%,1
36017,LOW,212,242,163,4974,791,573,31%,20%,15%,22%,58%,13%,13%,1
36022,LOW,456,560,373,12195,5373,1433,74%,12%,4%,6%,15%,10%,1%,1
36034,LOW,43,50,36,1080,309,204,45%,27%,6%,18%,28%,14%,0%,1
36041,LOW,102,119,68,2640,530,330,40%,18%,15%,21%,9%,17%,0%,1
36043,LOW,209,246,143,4315,1307,581,38%,14%,16%,13%,40%,22%,3%,1
36051,LOW,106,135,59,1750,1004,281,47%,11%,10%,5%,25%,8%,3%,1
36064,LOW,266,319,200,6606,4305,820,84%,5%,2%,5%,35%,11%,6%,1
36080,LOW,61,72,41,1430,843,385,51%,19%,13%,2%,100%,17%,1%,1
36081,LOW,1124,1436,765,25052,5606,3346,57%,16%,16%,25%,63%,10%,4%,1
36201,LOW,2023,2426,1228,42527,7388,5161,42%,19%,17%,26%,52%,19%,1%,1
36206,LOW,713,856,465,15420,4172,2119,65%,15%,12%,9%,30%,14%,5%,1
36207,LOW,866,997,550,19160,7663,2725,67%,14%,7%,10%,44%,22%,1%,1
36260,LOW,189,241,113,3890,1398,781,56%,16%,13%,11%,42%,23%,2%,1
36264,LOW,338,458,178,6677,3142,1476,36%,30%,12%,16%,41%,19%,2%,1
36276,LOW,138,168,118,3995,997,570,41%,16%,19%,15%,53%,21%,2%,1
36277,LOW,229,280,157,5295,1924,611,66%,10%,6%,10%,46%,18%,3%,1
36278,LOW,235,323,172,6120,1740,994,58%,9%,8%,16%,39%,23%,0%,1
36279,LOW,96,117,50,2000,914,418,54%,18%,10%,12%,32%,16%,1%,1
36310,LOW,417,567,178,6685,2408,1529,47%,19%,14%,18%,63%,31%,1%,1
36312,LOW,348,404,209,7368,2339,1129,54%,16%,18%,15%,55%,21%,2%,1
36319,LOW,95,108,36,1730,878,390,36%,23%,17%,9%,36%,20%,0%,1
36320,LOW,208,265,105,3304,1304,811,36%,16%,24%,13%,41%,22%,1%,1
36323,LOW,483,557,272,12851,2970,1697,45%,24%,14%,11%,37%,21%,1%,1
36343,LOW,97,128,57,2010,535,306,48%,18%,16%,12%,35%,23%,0%,1
36376,LOW,147,185,89,3134,915,418,45%,19%,28%,14%,35%,22%,1%,1
36426,LOW,1043,1186,768,25590,5328,2910,25%,33%,22%,16%,40%,18%,1%,1
36436,LOW,35,39,25,750,202,123,24%,31%,18%,7%,0%,12%,0%,1
36453,LOW,110,135,72,3760,940,489,44%,21%,21%,15%,53%,22%,1%,1
36456,LOW,116,147,84,4020,648,346,41%,25%,23%,16%,39%,21%,1%,1
36474,LOW,134,170,80,3200,1051,681,19%,37%,24%,11%,68%,19%,0%,1
36502,LOW,1366,1601,943,32666,6053,4074,26%,36%,22%,21%,54%,19%,1%,1
36525,LOW,120,137,98,3220,744,397,54%,23%,9%,7%,50%,15%,0%,1
36540,LOW,95,123,72,2480,257,212,29%,5%,57%,31%,100%,14%,0%,1
36544,LOW,783,883,541,18230,4263,2490,49%,27%,10%,18%,62%,18%,10%,1
36545,LOW,721,903,563,18353,3151,1721,44%,17%,18%,22%,48%,20%,2%,1
36562,LOW,96,107,68,2225,532,399,10%,48%,16%,20%,0%,22%,0%,1
36567,LOW,468,592,310,10600,5051,1989,53%,26%,8%,12%,43%,22%,2%,1
36571,LOW,567,721,286,9660,6421,2202,58%,14%,9%,7%,46%,20%,2%,1
36572,LOW,176,207,125,4550,2395,547,60%,19%,9%,5%,27%,17%,4%,1
36575,LOW,807,1093,570,19957,7610,2996,62%,20%,6%,9%,27%,14%,3%,1
36587,LOW,613,683,433,15055,3942,2153,41%,34%,7%,9%,48%,15%,1%,1
36603,LOW,1102,1256,617,22750,2971,2302,24%,28%,29%,30%,64%,19%,1%,1
36604,LOW,660,778,376,13975,3825,1943,53%,22%,10%,16%,50%,15%,1%,1
36606,LOW,1762,2019,1011,39320,7943,4640,50%,11%,10%,12%,45%,12%,4%,1
36611,LOW,631,723,336,12805,2316,1677,52%,25%,14%,24%,62%,12%,2%,1
36613,LOW,948,1056,518,20340,4140,2839,33%,39%,10%,11%,65%,17%,0%,1
36693,LOW,737,939,380,13650,7609,2706,76%,12%,4%,7%,56%,20%,7%,1
36732,LOW,690,762,469,17815,3178,1897,45%,23%,17%,22%,58%,23%,0%,1
36740,LOW,120,149,70,3200,361,275,47%,7%,27%,27%,63%,13%,0%,1
36758,LOW,66,85,40,1400,453,115,34%,39%,33%,18%,83%,22%,0%,1
36765,LOW,156,172,111,3480,513,397,19%,11%,41%,17%,33%,28%,3%,1
36783,LOW,68,87,31,1280,324,156,34%,19%,22%,31%,63%,24%,2%,1
36832,LOW,2029,2533,1827,55371,10248,6638,76%,7%,3%,32%,68%,9%,8%,1
36850,LOW,294,356,226,8081,1117,766,26%,24%,19%,17%,58%,23%,2%,1
36860,LOW,152,207,78,2640,775,374,28%,21%,21%,17%,31%,22%,1%,1
36867,LOW,1528,1903,1036,37122,8852,4497,56%,17%,11%,14%,54%,16%,5%,1
36874,LOW,373,431,292,9700,3487,1506,48%,21%,6%,9%,41%,19%,4%,1
36904,LOW,280,311,122,4745,1582,844,33%,25%,18%,19%,42%,20%,2%,1
36915,LOW,42,53,20,800,290,122,59%,2%,18%,31%,100%,19%,0%,1
36916,LOW,56,72,27,1010,307,187,36%,7%,8%,9%,0%,17%,0%,1
36919,LOW,138,172,70,2385,700,329,38%,14%,34%,21%,17%,27%,0%,1
36925,LOW,372,439,261,8733,1337,900,43%,21%,17%,24%,64%,21%,1%,1
37010,LOW,91,116,67,1975,1821,406,62%,18%,5%,7%,48%,13%,3%,47
37020,LOW,119,143,79,2855,1974,698,62%,13%,8%,6%,41%,11%,4%,47
37023,LOW,66,86,48,1675,529,152,49%,18%,25%,17%,36%,8%,0%,47
37027,LOW,148,167,53,1820,21914,2010,91%,6%,2%,3%,46%,15%,9%,47
37031,LOW,74,83,29,1075,1645,302,51%,19%,14%,6%,56%,20%,1%,47
37033,LOW,409,527,280,8679,3046,1476,35%,21%,20%,17%,38%,22%,1%,47
37040,LOW,3251,3839,2496,80751,21037,9645,80%,7%,5%,13%,46%,8%,6%,47
37046,LOW,32,35,20,700,2180,343,79%,6%,4%,9%,19%,16%,2%,47
37048,LOW,81,96,38,1370,2374,373,66%,13%,5%,2%,28%,18%,1%,47
37049,LOW,92,128,49,1670,1383,471,56%,19%,7%,7%,48%,11%,1%,47
37050,LOW,69,92,40,1450,623,318,21%,40%,17%,9%,38%,17%,6%,47
37051,LOW,115,136,66,2450,1431,694,24%,23%,15%,10%,19%,18%,1%,47
37058,LOW,253,283,149,5468,2825,1073,46%,20%,17%,8%,45%,23%,2%,47
37062,LOW,238,319,80,2700,4778,1314,67%,10%,6%,7%,54%,15%,3%,47
37073,LOW,313,388,170,5935,4974,1434,76%,9%,8%,5%,58%,15%,3%,47
37074,LOW,309,413,75,3150,2936,1000,52%,23%,12%,11%,42%,12%,2%,47
37080,LOW,279,348,171,5950,3001,1140,62%,21%,11%,10%,53%,22%,4%,47
37083,LOW,691,893,119,5670,5851,2836,61%,13%,17%,11%,36%,16%,2%,47
37095,LOW,120,141,68,2140,953,437,53%,10%,18%,20%,41%,15%,1%,47
37098,LOW,227,290,110,4090,2170,1336,56%,19%,13%,7%,49%,13%,2%,47
37134,LOW,61,80,25,950,1004,381,61%,19%,10%,7%,25%,15%,0%,47
37144,LOW,80,101,39,1350,1296,475,46%,11%,10%,9%,31%,17%,2%,47
37149,LOW,60,66,34,1020,920,169,48%,18%,8%,13%,18%,21%,0%,47
37166,LOW,894,979,431,14830,5676,3643,57%,11%,18%,12%,42%,17%,8%,47
37190,LOW,408,473,247,7760,3416,1477,49%,15%,10%,15%,29%,17%,1%,47
37203,LOW,1435,1622,750,27503,10819,5102,83%,8%,5%,16%,57%,6%,12%,47
37206,LOW,1489,1877,732,26595,12176,5423,77%,12%,7%,11%,46%,8%,4%,47
37207,LOW,3452,4111,1727,59655,15745,9282,65%,14%,8%,14%,58%,11%,8%,47
37208,LOW,1871,2151,974,32950,8114,4889,69%,14%,10%,18%,52%,11%,3%,47
37210,LOW,1355,1703,569,20050,7154,4873,63%,15%,14%,18%,49%,12%,16%,47
37228,LOW,163,186,67,2310,1249,524,59%,12%,10%,12%,45%,22%,6%,47
37306,LOW,66,83,24,820,892,502,32%,22%,18%,5%,84%,29%,2%,47
37317,LOW,87,112,41,1730,1217,558,53%,18%,15%,6%,37%,16%,7%,47
37318,LOW,133,169,23,890,714,486,52%,16%,18%,22%,38%,20%,1%,47
37325,LOW,65,82,25,950,730,373,22%,35%,29%,8%,39%,20%,2%,47
37330,LOW,275,327,129,4740,2813,1216,54%,15%,9%,12%,40%,18%,1%,47
37341,LOW,356,420,212,8182,5216,1298,81%,8%,4%,5%,37%,18%,2%,47
37342,LOW,221,251,159,5620,1460,727,57%,9%,18%,17%,33%,16%,5%,47
37343,LOW,882,1229,456,17110,16815,4406,80%,8%,8%,8%,42%,22%,6%,47
37345,LOW,69,94,41,1385,969,368,34%,15%,23%,10%,39%,22%,5%,47
37347,LOW,544,632,422,14039,3464,1452,65%,12%,12%,20%,46%,19%,1%,47
37362,LOW,188,237,108,3667,1351,655,31%,24%,19%,20%,63%,21%,1%,47
37366,LOW,24,26,17,510,425,189,70%,10%,10%,4%,31%,20%,1%,47
37367,LOW,559,673,284,11280,3907,2047,55%,18%,17%,18%,35%,19%,4%,47
37373,LOW,95,132,53,2090,1119,498,79%,8%,4%,4%,47%,24%,0%,47
37381,LOW,455,581,225,8025,3959,2230,43%,26%,14%,10%,32%,20%,0%,47
37385,LOW,371,416,113,4462,3070,1528,41%,24%,12%,13%,47%,20%,2%,47
37398,LOW,573,766,190,6900,6150,2900,53%,18%,12%,12%,39%,19%,4%,47
37402,LOW,786,943,378,13550,2421,2061,53%,16%,17%,38%,39%,17%,2%,47
37404,LOW,1072,1221,694,25545,5123,3356,63%,17%,13%,13%,54%,15%,9%,47
37406,LOW,1557,1969,987,39371,5480,4092,53%,16%,20%,23%,62%,19%,3%,47
37410,LOW,632,745,379,14772,1494,1409,48%,25%,17%,40%,55%,11%,5%,47
37419,LOW,158,209,74,2720,2600,920,76%,12%,4%,8%,70%,23%,4%,47
37641,LOW,408,540,143,5590,4014,1840,55%,14%,21%,12%,18%,22%,3%,47
37681,LOW,225,253,88,3290,2495,948,56%,16%,17%,13%,51%,33%,1%,47
37711,LOW,334,390,191,6914,2053,1291,34%,19%,17%,22%,42%,19%,1%,47
37713,LOW,91,103,55,1835,533,419,25%,30%,19%,20%,61%,24%,6%,47
37721,LOW,408,551,176,5960,5595,2126,65%,14%,8%,7%,47%,18%,1%,47
37727,LOW,117,136,66,2380,859,495,23%,4%,31%,10%,11%,26%,0%,47
37737,LOW,187,225,95,2885,2547,834,64%,17%,6%,8%,21%,20%,1%,47
37738,LOW,231,256,167,5035,1910,851,72%,13%,9%,13%,52%,21%,13%,47
37742,LOW,131,170,51,1755,2391,752,53%,16%,3%,5%,16%,19%,1%,47
37743,LOW,1278,1450,423,16310,9727,5352,55%,17%,15%,14%,43%,23%,1%,47
37752,LOW,249,283,156,5755,2384,1156,51%,15%,16%,14%,51%,19%,4%,47
37770,LOW,180,250,121,4330,1263,811,66%,4%,25%,20%,61%,20%,0%,47
37810,LOW,101,118,41,1480,614,426,54%,21%,18%,10%,0%,18%,0%,47
37830,LOW,1147,1412,413,15010,13056,5473,75%,11%,5%,11%,40%,18%,8%,47
37849,LOW,813,941,279,9765,10828,3546,71%,14%,6%,10%,50%,17%,2%,47
37870,LOW,267,347,169,6220,1857,1168,36%,12%,20%,21%,67%,21%,0%,47
37879,LOW,721,886,433,15360,4784,3071,42%,20%,19%,16%,49%,19%,1%,47
37882,LOW,87,110,35,1450,1306,445,63%,13%,12%,12%,68%,39%,1%,47
37887,LOW,342,410,239,7865,1900,1145,52%,21%,16%,12%,37%,15%,2%,47
37918,LOW,1773,1953,749,25373,18524,6795,70%,10%,8%,9%,42%,17%,4%,47
37931,LOW,618,743,274,9825,11904,2807,83%,6%,6%,6%,24%,15%,4%,47
37932,LOW,292,335,184,5679,7405,1552,84%,6%,2%,6%,29%,13%,7%,47
38019,LOW,1170,1389,630,20770,5881,3159,48%,21%,14%,18%,56%,16%,0%,47
38041,LOW,206,279,114,3450,1038,625,44%,24%,16%,20%,36%,11%,4%,47
38042,LOW,27,30,11,330,303,167,21%,28%,11%,17%,26%,28%,1%,47
38049,LOW,273,329,132,4560,1458,688,50%,22%,11%,8%,41%,17%,2%,47
38057,LOW,205,255,97,3195,1383,652,48%,22%,11%,9%,55%,25%,0%,47
38061,LOW,50,60,26,880,432,170,28%,35%,8%,10%,0%,15%,0%,47
38067,LOW,66,86,34,1120,711,345,19%,30%,15%,9%,4%,30%,2%,47
38075,LOW,294,395,158,5740,1551,813,27%,23%,16%,15%,55%,12%,5%,47
38105,LOW,1114,1303,573,21100,3157,2523,44%,20%,19%,35%,51%,13%,6%,47
38108,LOW,2138,2858,1186,42217,6634,5910,41%,15%,23%,34%,60%,15%,9%,47
38112,LOW,1569,1924,941,42415,6639,4262,51%,13%,18%,25%,59%,15%,9%,47
38114,LOW,3842,4420,2010,77620,9791,7824,31%,21%,28%,33%,55%,18%,2%,47
38116,LOW,4828,5403,2943,104193,15105,10290,41%,28%,18%,18%,61%,14%,3%,47
38118,LOW,4027,4709,2370,84665,12665,10121,62%,19%,8%,17%,60%,8%,9%,47
38122,LOW,1471,2037,763,27490,8511,6690,62%,14%,8%,16%,51%,12%,21%,47
38128,LOW,4389,5449,2219,76568,15599,11443,60%,13%,9%,18%,61%,11%,3%,47
38138,LOW,149,207,61,2130,10049,1580,83%,7%,5%,6%,44%,23%,9%,47
38141,LOW,1544,2143,862,28995,7861,3707,76%,13%,2%,6%,50%,7%,6%,47
38221,LOW,130,165,61,1890,1241,650,32%,15%,18%,17%,49%,29%,3%,47
38253,LOW,48,54,40,1290,361,208,46%,21%,9%,13%,13%,13%,3%,47
38305,LOW,2776,3170,2220,72729,20328,7989,75%,10%,8%,10%,55%,17%,4%,47
38313,LOW,138,156,99,3235,1344,634,51%,21%,5%,7%,0%,17%,0%,47
38321,LOW,124,146,69,2765,1090,600,21%,26%,20%,10%,62%,19%,1%,47
38379,LOW,56,73,30,1100,602,308,42%,28%,12%,9%,48%,18%,0%,47
38454,LOW,32,36,18,740,391,174,15%,32%,15%,11%,0%,15%,0%,47
38457,LOW,16,19,12,360,237,90,42%,10%,21%,0%,9%,15%,0%,47
38481,LOW,68,80,58,1810,389,265,38%,26%,31%,23%,54%,18%,1%,47
38547,LOW,67,90,52,1830,770,232,72%,10%,9%,11%,0%,20%,3%,47
38562,LOW,394,471,256,9180,2477,1493,63%,7%,18%,19%,50%,21%,1%,47
38579,LOW,83,96,53,1780,444,361,70%,13%,10%,18%,80%,7%,5%,47
38582,LOW,57,63,43,1380,696,255,79%,7%,12%,6%,57%,22%,0%,47
38585,LOW,269,330,196,6398,1858,1193,56%,14%,25%,16%,31%,20%,0%,47
38588,LOW,50,65,31,980,388,168,49%,2%,35%,21%,8%,23%,0%,47
38611,LOW,663,868,379,12565,5848,3021,38%,30%,13%,10%,48%,17%,2%,28
38617,LOW,112,139,72,2260,283,251,6%,49%,41%,43%,26%,11%,0%,28
38618,LOW,625,856,399,13185,4663,2820,41%,19%,19%,13%,74%,19%,1%,28
38619,LOW,410,528,258,8760,1906,1513,29%,25%,18%,16%,39%,19%,3%,28
38620,LOW,235,324,164,7220,1267,878,24%,25%,19%,18%,97%,8%,0%,28
38632,LOW,477,657,294,9880,10426,2627,71%,10%,5%,8%,58%,17%,2%,28
38635,LOW,1053,1311,806,26773,5165,2733,36%,34%,10%,16%,38%,12%,4%,28
38643,LOW,242,283,125,3980,644,600,20%,31%,25%,38%,49%,16%,1%,28
38651,LOW,131,149,69,2070,2955,596,73%,17%,2%,3%,32%,13%,4%,28
38658,LOW,98,128,61,2130,979,407,31%,37%,10%,12%,33%,14%,0%,28
38671,LOW,1787,2232,983,32097,14273,6834,71%,15%,5%,8%,45%,13%,3%,28
38680,LOW,291,390,137,4460,2545,1122,64%,16%,8%,4%,61%,9%,5%,28
38725,LOW,66,87,46,1540,339,201,15%,40%,16%,26%,60%,12%,3%,28
38737,LOW,329,380,229,7945,1157,1064,22%,39%,16%,20%,62%,15%,0%,28
38773,LOW,322,414,264,8390,1181,952,28%,24%,22%,28%,68%,22%,0%,28
38778,LOW,167,213,106,4380,499,421,22%,25%,15%,39%,69%,11%,0%,28
38827,LOW,103,121,87,2685,1469,759,32%,26%,7%,18%,70%,13%,9%,28
38834,LOW,1815,2105,1146,40645,11324,6278,48%,17%,20%,19%,39%,18%,2%,28
38841,LOW,165,197,114,3520,1325,835,23%,37%,13%,16%,38%,15%,11%,28
38851,LOW,619,834,435,13760,3627,2239,41%,19%,19%,23%,42%,20%,4%,28
38916,LOW,357,393,257,8560,1896,1218,54%,15%,20%,18%,47%,17%,3%,28
38920,LOW,63,87,40,1450,277,223,25%,25%,19%,40%,70%,19%,0%,28
38925,LOW,153,206,99,3810,902,568,25%,28%,25%,24%,15%,24%,0%,28
38930,LOW,2589,2923,1653,54955,8118,6137,35%,10%,26%,26%,55%,15%,2%,28
38948,LOW,147,203,98,3540,944,547,17%,39%,18%,24%,27%,13%,0%,28
39042,LOW,898,1036,452,15935,13576,3079,73%,9%,5%,4%,26%,17%,2%,28
39046,LOW,2253,2855,1210,44642,11397,6318,61%,15%,9%,13%,59%,16%,2%,28
39047,LOW,568,646,307,11417,15175,2868,79%,9%,5%,5%,47%,14%,3%,28
39051,LOW,994,1139,670,27690,5551,3567,33%,26%,20%,18%,44%,18%,2%,28
39056,LOW,981,1289,523,19345,10573,3330,78%,9%,7%,9%,53%,16%,5%,28
39066,LOW,450,518,320,10715,1975,1269,21%,26%,22%,18%,34%,19%,0%,28
39073,LOW,736,853,439,15423,7771,3329,54%,15%,8%,8%,64%,20%,2%,28
39074,LOW,1040,1203,714,27420,4867,3005,42%,18%,16%,20%,27%,18%,8%,28
39116,LOW,101,125,67,2210,896,519,34%,28%,12%,24%,0%,17%,4%,28
39120,LOW,2875,3485,1922,66313,11482,7668,48%,23%,18%,24%,45%,19%,7%,28
39149,LOW,118,161,75,2850,629,491,12%,22%,12%,7%,0%,14%,0%,28
39154,LOW,311,396,224,7820,3382,1065,65%,16%,8%,12%,52%,20%,2%,28
39160,LOW,216,265,175,7050,899,623,42%,17%,13%,34%,68%,18%,0%,28
39168,LOW,418,474,283,10850,2441,1415,29%,7%,14%,15%,30%,20%,0%,28
39169,LOW,361,487,270,9940,1046,936,25%,20%,22%,39%,37%,9%,0%,28
39180,LOW,2420,2660,1518,56880,11962,6330,54%,18%,8%,14%,48%,17%,2%,28
39202,LOW,674,804,359,15145,3568,2338,59%,19%,15%,16%,47%,15%,2%,28
39208,LOW,1394,1698,719,26805,12412,5005,65%,18%,5%,7%,51%,14%,2%,28
39218,LOW,346,425,164,5600,2866,1589,59%,21%,2%,19%,60%,16%,4%,28
39307,LOW,1687,2145,822,30510,6129,5174,43%,22%,17%,31%,61%,14%,1%,28
39337,LOW,40,45,21,715,668,311,30%,22%,24%,13%,29%,24%,0%,28
39345,LOW,436,521,303,11515,2242,1469,33%,25%,12%,18%,11%,18%,0%,28
39347,LOW,137,165,78,3065,587,385,29%,12%,31%,42%,28%,45%,0%,28
39361,LOW,124,147,84,2720,624,322,20%,28%,21%,22%,55%,29%,0%,28
39362,LOW,201,270,89,3370,1439,671,34%,24%,21%,13%,32%,10%,2%,28
39364,LOW,222,274,113,4970,1317,896,61%,22%,3%,34%,88%,31%,0%,28
39365,LOW,390,446,246,8340,2831,1534,31%,24%,17%,17%,57%,19%,0%,28
39423,LOW,151,171,98,3603,1110,657,32%,22%,9%,16%,60%,17%,6%,28
39425,LOW,68,93,42,1760,968,427,31%,26%,11%,14%,49%,15%,1%,28
39428,LOW,743,835,531,18380,3237,2202,31%,10%,14%,27%,54%,16%,1%,28
39429,LOW,1182,1385,894,30898,6224,4078,34%,21%,15%,20%,53%,19%,1%,28
39437,LOW,561,669,301,10510,4251,2089,42%,10%,15%,18%,58%,16%,3%,28
39439,LOW,366,466,177,6335,1734,1289,26%,15%,18%,21%,80%,14%,0%,28
39451,LOW,170,219,77,3810,1106,530,30%,23%,28%,16%,52%,13%,1%,28
39455,LOW,466,534,284,10280,3490,1715,32%,28%,12%,17%,42%,17%,0%,28
39475,LOW,428,503,183,6210,5429,2463,46%,29%,7%,11%,48%,14%,1%,28
39483,LOW,339,386,229,7520,2034,1256,27%,19%,14%,19%,71%,17%,2%,28
39564,LOW,1207,1495,880,28070,16632,5239,74%,11%,5%,10%,43%,17%,4%,28
39581,LOW,1060,1165,830,27189,4500,2778,52%,27%,8%,24%,60%,13%,7%,28
39601,LOW,1519,2063,945,31410,8854,4574,52%,19%,16%,23%,44%,16%,1%,28
39638,LOW,329,393,234,11480,1520,900,41%,26%,17%,31%,75%,15%,1%,28
39641,LOW,189,242,127,4610,1842,1091,27%,31%,13%,10%,0%,15%,1%,28
39643,LOW,91,115,66,2480,380,354,19%,23%,22%,26%,20%,19%,0%,28
39648,LOW,2022,2546,1328,49625,8108,6130,52%,14%,13%,25%,48%,17%,1%,28
39657,LOW,140,170,96,3160,693,515,29%,16%,19%,29%,51%,32%,2%,28
39667,LOW,835,1116,554,19206,4460,2922,26%,25%,21%,31%,56%,19%,2%,28
39669,LOW,403,496,243,8050,2038,1310,37%,14%,24%,12%,67%,20%,0%,28
39701,LOW,1610,1867,1115,39410,5321,3889,45%,22%,22%,35%,67%,20%,1%,28
39702,LOW,1781,1951,1251,43114,8268,4584,52%,27%,13%,18%,58%,15%,1%,28
39735,LOW,198,229,131,4820,1549,761,53%,26%,11%,13%,35%,16%,0%,28
39739,LOW,267,306,196,6230,989,847,18%,48%,14%,19%,51%,14%,0%,28
39743,LOW,172,229,120,3800,814,472,35%,21%,23%,13%,52%,21%,0%,28
39767,LOW,29,32,25,750,392,109,35%,18%,27%,13%,18%,31%,7%,28
39773,LOW,1414,1706,828,29500,6090,3760,50%,28%,15%,23%,53%,19%,0%,28
40012,LOW,30,37,14,420,227,111,28%,52%,10%,11%,17%,7%,0%,21
40031,LOW,865,1188,768,23428,7995,1794,78%,8%,6%,6%,37%,15%,3%,21
40040,LOW,28,38,22,860,180,109,34%,14%,38%,16%,47%,22%,3%,21
40046,LOW,44,48,34,1000,516,95,33%,21%,16%,5%,100%,14%,0%,21
40050,LOW,149,179,124,3955,712,320,29%,13%,28%,25%,65%,19%,1%,21
40052,LOW,21,29,16,565,194,95,39%,27%,12%,6%,0%,16%,0%,21
40070,LOW,16,22,8,240,162,21,63%,10%,0%,5%,100%,11%,0%,21
40108,LOW,665,785,536,16754,4517,1252,77%,8%,6%,10%,37%,18%,1%,21
40117,LOW,131,164,106,3945,912,494,63%,9%,11%,14%,68%,18%,2%,21
40119,LOW,111,140,76,2430,781,381,33%,18%,17%,20%,100%,25%,1%,21
40146,LOW,253,329,190,6435,1368,957,71%,8%,13%,19%,41%,18%,2%,21
40150,LOW,337,382,287,8920,1745,829,61%,11%,7%,10%,28%,21%,1%,21
40170,LOW,13,15,11,330,159,80,50%,21%,30%,0%,100%,40%,0%,21
40204,LOW,869,1141,701,23014,7684,2941,77%,13%,5%,6%,38%,14%,4%,21
40206,LOW,1195,1597,1027,31563,10524,3473,81%,9%,4%,9%,40%,15%,7%,21
40217,LOW,881,1037,740,24474,6053,2157,74%,13%,8%,13%,44%,16%,5%,21
40220,LOW,1740,2138,1510,47977,15339,4252,79%,11%,5%,5%,37%,19%,11%,21
40228,LOW,942,1171,823,25244,7059,1957,74%,14%,5%,7%,36%,14%,12%,21
40310,LOW,32,43,26,970,229,82,70%,9%,12%,19%,11%,7%,0%,21
40348,LOW,74,99,60,2180,352,191,30%,20%,11%,30%,58%,17%,0%,21
40359,LOW,392,473,146,5165,2602,1271,40%,20%,18%,14%,35%,18%,0%,21
40379,LOW,132,178,105,3300,1562,433,35%,33%,10%,6%,25%,20%,0%,21
40419,LOW,355,420,261,9266,1583,1212,40%,20%,18%,17%,24%,16%,0%,21
40461,LOW,128,168,114,3396,925,391,64%,9%,12%,7%,21%,22%,0%,21
40468,LOW,93,107,75,2940,848,302,65%,12%,9%,9%,14%,15%,1%,21
40504,LOW,2753,3257,2381,74811,11881,8155,65%,15%,9%,20%,51%,13%,16%,21
40509,LOW,1920,2566,1685,53414,18044,5240,86%,6%,2%,6%,46%,12%,10%,21
40510,LOW,39,49,29,965,417,77,52%,29%,1%,3%,0%,15%,18%,21
40516,LOW,128,170,102,3291,1051,402,76%,11%,10%,4%,30%,16%,2%,21
40601,LOW,2709,3766,1851,63880,22318,8838,59%,18%,7%,8%,36%,18%,4%,21
